KU-typ;FK;Elementnamn XML-fil;Obl;Fälttyp;SambandskontrollID;SambandskontrollText;Beskrivning;Xml fält grupp;SKVs tooltip i etjänst för direkt-registrering;
KU40;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU40;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU40;571;VPNamn;N;Text50;085,170;"Fk571 ska finnas om Fk572 saknas och Fk205 saknas.
Fk571 ska finnas om (Fk572 finns och de två första tecknen i Fk572 inte är SE)
";Namn på fonden;;Namnet ska alltid anges om ISIN är utländskt (börjar på annan landskod än SE) eller om ISIN saknas.;
KU40;572;ISIN;N;Isin;;;ISIN;;Värdepapperets identitetsnummer enligt internationell standard. Anges i form av landskod (två stora bokstäver) följt av 10 tecken. För svenska värdepapper är det 10 siffror är siffror. Ex SE0000667925.;
KU40;573;AvyttradTillISK;N;Kryss;;;Avyttrad till investeringssparkonto;;Markera här om kontrolluppgiften avser en överföring av en fond till ett investeringssparkonto.;
KU40;600;Kapitalvinst;N;Belopp10;093;Fk600 ska finnas när Fk205, Fk601 och Fk810 saknas.;Kapitalvinst;;Om både vinst och förlust finns för samma fond och samma person ska båda beloppen redovisas var för sig. Kapitalvinst avrundas nedåt till helt krontal.;
KU40;601;Kapitalforlust;N;Belopp10;;;Kapitalförlust;;Kapitalförlust ska tas upp utan reducering till 70 procent och anges med hela krontal - avrundas uppåt.;
KU40;602;FondInteMarknadsnoterad;N;Kryss;;;Fonden är inte marknadsnoterad;;;
KU40;606;Rantefond;N;Kryss;;;Fonden är en räntefonnd;;"Markera här om fonden är en räntefond. Med räntefond avses i detta fall fond som bara placerar
i svenska fordringsrätter.";
KU40;810;ErhallenErsattning;N;Belopp10;094;Fk810 får inte finnas om Fk600 och/eller Fk601 finns.;Erhållen ersättning;;Om uppgift saknas om anskaffningsutgift, ska uppgift lämnas om ersättningen vid avyttringen i stället för kapitalvinsten eller kapitalförlusten. Ersättningen vid avyttringen motsvarar vad fondandelsägaren erhållit vid inlösen m.m. efter avdrag för utgifterna för avyttringen.;
KU41;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU41;077;Fodelseort;N;Text35;;;Födelseort;Inkomsttagare;Fyll i födelseort om den uppgiften gäller är bosatt utomlands och uppgift om utländskt skatteregistreringsnummer saknas.;
KU41;078;LandskodFodelseort;N;Landskod;046;Fk078 ska finnas om Fk077 finns.;Landskod;Inkomsttagare;Land där födelseorten ligger.;
KU41;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslamnare;;
KU41;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU41;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU41;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU41;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Personnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU41;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU41;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU41;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU41;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU41;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU41;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU41;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU41;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU41;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU41;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU41;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU41;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU41;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU41;571;VPNamn;N;Text50;085,170;"Fk571 ska finnas om Fk572 saknas och Fk205 saknas.
Fk571 ska finnas om (Fk572 finns och de två första tecknen i Fk572 inte är SE)
";Namn på fonden;;Namnet ska alltid anges om ISIN är utländskt (börjar på annan landskod än SE) eller om ISIN saknas.;
KU41;572;ISIN;N;Isin;;;ISIN;;Värdepapperets identitetsnummer enligt internationell standard. Anges i form av landskod (två stora bokstäver) följt av 10 tecken. För svenska värdepapper är det 10 siffror är siffror. Ex SE0000667925.;
KU41;815;Schablonintakt;N;Belopp10;133;Om Fk205 saknas ska Fk815 finnas.;Schablonintäkt;;;
KU50;075;LandskodUL;N;Landskod;043;Fk075 ska finnas om Fk506 finns.;Land;Uppgiftslamnare;;
KU50;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU50;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Svenskt organisationsnummer;Uppgiftslamnare;;
KU50;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU50;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU50;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU50;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Person-/samordningsnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU50;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU50;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU50;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU50;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU50;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU50;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU50;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU50;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU50;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU50;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU50;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU50;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU50;506;ULUtlandsktOrgnr;N;Text13;072;Fk506 ska finnas om Fk075 finns.;Utländskt organisationsnummer;Uppgiftslamnare;;
KU50;507;Forsakringsavtalsnummer;N;Text30;;;Försäkringsavtalsnummer;;Anges alltid  för sådana försäkringar där det tidigare har anmälts en flytt.;
KU50;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU50;620;BetaldPremie;N;Belopp10;095;Om Fk205 saknas ska Fk620 finnas.;Betald premie i aktuell valuta/Inbetalning på pensionssparkonto;;;
KU52;075;LandskodUL;N;Landskod;044;Om Fk205 saknas ska Fk075 finnas.;Land;Uppgiftslamnare;;
KU52;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU52;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Svenskt organisationsnummer;Uppgiftslamnare;;
KU52;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU52;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU52;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU52;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Person-/organisationsnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU52;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU52;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU52;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU52;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU52;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU52;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU52;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU52;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU52;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU52;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU52;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU52;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU52;506;ULUtlandsktOrgnr;N;Text13;073;Om Fk205 saknas ska Fk506 finnas.;Utländskt organisationsnummer;Uppgiftslamnare;;
KU52;507;Forsakringsavtalsnummer;N;Text30;074;Fk507 ska finnas om Fk654=P.;Försäkringsavtalsnummer;;Anges alltid för sådana försäkringar där det tidigare har anmälts en flytt, men också när kontrolluppgiften avser en pensionsförsäkring (markeras i fält 654).;
KU52;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU52;652;Kapitalunderlag;N;Belopp12;107;Om Fk205 saknas ska Fk652 finnas.;Kapitalunderlag;;Försäkringens värde vid utgången av året före inkomståret.;
KU52;654;TypForsakring;N;TypForsakring;108;Om Fk205 saknas ska Fk654 finnas.;Typ av försäkring;;;
KU53;075;LandskodUL;N;Landskod;044;Om Fk205 saknas ska Fk075 finnas.;Land;;;
KU53;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslamnare;;
KU53;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU53;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
